hip,ra,dec,magnitude,B-V
10575,34.02945833333333,60.630250000000004,8.31,0.5
10576,34.02954166666667,25.056611111111113,8.42,1.44
10577,34.03208333333333,-28.58411111111111,8.11,0.962
10578,34.034958333333336,-37.85313888888889,9.32,0.9
10579,34.038666666666664,-21.008194444444445,8.89,0.609
10580,34.04275,39.22452777777778,8.24,1.499
10581,34.048458333333336,46.66175,8.13,0.435
10582,34.053416666666664,27.026944444444442,8.49,0.151
10583,34.053625,-55.49355555555556,9.52,0.456
10584,34.06545833333333,-9.821138888888889,6.91,0.623
10585,34.07325,60.719277777777776,8.53,0.124
10586,34.07575,63.612500000000004,9.28,0.158
10587,34.079791666666665,-68.76863888888889,9.17,0.655
10588,34.08475,52.55925,8.28,0.45
10589,34.08841666666667,-42.00211111111111,10.58,1.097
10590,34.09229166666667,31.043694444444448,7.73,0.384
10591,34.095625,3.1029722222222222,9.16,1.695
10592,34.0975,-78.65236111111112,8.74,1.669
10593,34.09795833333333,0.8327222222222223,8.43,1.129
10594,34.09920833333333,-82.55416666666666,9.16,0.505
10595,34.106791666666666,70.49272222222223,8.81,0.362
10596,34.109875,4.626111111111111,8.26,0.335
10597,34.11204166666667,23.147083333333335,9.2,0.567
10598,34.11233333333333,29.804972222222222,8.14,0.974
10599,34.115,12.380305555555555,7.99,0.79
10600,34.118125,2.238166666666667,7.26,1.119
10601,34.122,-43.261472222222224,7.61,1.05
10602,34.12708333333333,-51.51211111111111,3.56,-0.12
10603,34.13141666666667,-42.94863888888889,9.15,0.448
10604,34.13158333333333,51.62627777777778,9.52,0.214
10605,34.134166666666665,-22.630277777777778,9.46,0.666
10606,34.135,48.87836111111111,8.0,0.979
10607,34.14179166666667,24.606055555555557,8.73,1.014
10608,34.142291666666665,-21.119083333333332,7.98,1.227
10609,34.142916666666665,-68.39127777777779,9.23,1.548
10610,34.14995833333333,49.81988888888889,7.73,0.011
10611,34.150625,-50.42825,9.04,0.697
10612,34.15658333333333,52.72177777777778,7.47,0.455
10613,34.160916666666665,-42.926944444444445,8.12,1.126
10614,34.163125,9.76525,9.33,0.069
10615,34.16341666666667,56.73780555555555,8.28,0.092
10616,34.169,6.529416666666666,9.41,0.85
10617,34.16970833333333,-30.989,12.02,1.583
10618,34.174,67.28391666666667,7.01,1.824
10619,34.17704166666667,-4.840055555555555,9.55,0.692
10620,34.18258333333333,-47.05483333333333,9.66,0.553
10621,34.184333333333335,-63.39261111111111,7.78,0.515
10622,34.188208333333336,-74.07097222222222,11.48,0.61
10623,34.188625,83.56152777777777,6.45,0.951
10624,34.19329166666667,57.02936111111111,7.39,0.233
10625,34.19425,29.95075,8.65,1.731
10626,34.19708333333333,43.77344444444444,7.61,0.642
10627,34.205125,-12.44213888888889,8.07,1.115
10628,34.20525,51.52894444444444,7.44,0.924
10629,34.20704166666667,64.9533888888889,8.3,0.674
10630,34.20758333333333,-2.9043888888888887,8.77,1.235
10631,34.20975,2.576222222222222,7.66,0.472
10632,34.21029166666667,-7.654,9.48,0.466
10633,34.2155,57.055249999999994,6.48,0.281
10634,34.219125,9.785472222222221,8.52,0.581
10635,34.22091666666667,-24.630833333333335,8.53,0.888
10636,34.2305,53.46644444444445,8.91,0.2
10637,34.234125,-16.31797222222222,9.28,0.419
10638,34.234791666666666,-32.996805555555554,8.98,0.573
10639,34.235375,63.37363888888889,8.72,0.048
10640,34.239,-6.578277777777777,7.3,0.056
10641,34.239916666666666,56.718805555555555,7.51,0.138
10642,34.24579166666667,-6.421861111111111,5.51,0.962
10643,34.246208333333335,38.146499999999996,8.8,1.023
10644,34.260083333333334,34.224833333333336,4.84,0.607
10645,34.262791666666665,-11.253222222222222,9.73,0.994
10646,34.263375,-14.21425,9.5,0.623
10647,34.26508333333334,35.940916666666666,7.88,1.035
10648,34.2655,17.316583333333334,8.57,0.46
10650,34.266708333333334,-53.82555555555556,8.8,1.119
10649,34.267,-21.847083333333334,8.98,0.571
10651,34.270583333333335,-24.349638888888887,8.79,1.192
10652,34.2785,21.56661111111111,9.06,0.621
10653,34.280791666666666,58.648666666666664,10.02,0.75
10654,34.281333333333336,45.83841666666667,7.65,0.07
10655,34.284125,-24.064722222222223,8.52,0.365
10656,34.291125,54.87852777777778,8.69,0.166
10657,34.29358333333333,23.767944444444442,6.53,1.025
10658,34.296,-19.99688888888889,7.99,0.436
10659,34.299083333333336,37.4865,8.69,0.582
10660,34.299458333333334,58.63619444444444,8.06,0.462
10661,34.29958333333333,37.48338888888889,8.69,1.2
10662,34.304125,4.503444444444445,8.52,1.098
10663,34.306041666666665,-24.39886111111111,10.62,0.57
10664,34.30616666666667,1.8604444444444446,7.29,0.374
10665,34.310875,16.889944444444446,9.12,1.216
10666,34.311875,17.785972222222224,9.25,0.304
10667,34.31554166666667,23.873555555555555,7.68,0.3
10668,34.318333333333335,26.284750000000003,10.98,1.02
10669,34.321375,14.465944444444444,8.61,0.161
10670,34.3285,33.84733333333334,4.03,0.019
10671,34.33,-0.9586666666666667,9.01,1.193
10672,34.33195833333333,5.360694444444444,8.55,0.567
10673,34.33233333333333,-35.98308333333333,6.7,0.989
10674,34.334375,52.46930555555556,8.87,0.309
10675,34.33858333333333,-37.13502777777778,8.74,1.439
10676,34.3405,-44.76391666666667,8.77,1.496
10678,34.34579166666666,5.519638888888889,9.15,0.394
10677,34.34583333333333,61.35180555555556,8.22,0.628
10679,34.352833333333336,28.741944444444446,7.75,0.622
10680,34.355125,28.745222222222225,6.99,0.518
10681,34.35720833333333,65.26213888888888,7.61,0.574
10682,34.36004166666667,27.137888888888888,10.93,1.058
10683,34.360458333333334,-30.722027777777775,7.69,0.524
10684,34.37525,33.77097222222222,8.07,1.107
10685,34.377833333333335,-47.790861111111106,11.16,0.775
10686,34.387208333333334,-12.687583333333334,9.11,1.485
10687,34.38733333333333,44.304944444444445,8.6,1.079
10688,34.39041666666667,-53.98997222222222,11.48,1.446
10690,34.39125,58.019999999999996,7.48,0.249
10691,34.395916666666665,73.34013888888889,8.19,0.155
10692,34.413625,-62.73908333333333,8.36,0.435
10693,34.416333333333334,36.39841666666667,8.46,1.318
10694,34.41820833333333,-56.25113888888889,8.1,0.646
10695,34.42425,42.58952777777778,7.8,0.407
10696,34.42483333333333,-49.39577777777778,9.02,0.451
10697,34.425625,1.2743055555555556,9.71,0.484
10698,34.428041666666665,55.85033333333333,9.2,0.13
10699,34.431333333333335,-50.24508333333333,9.27,0.73
10700,34.436125,-0.15988888888888889,7.71,1.407
10701,34.439083333333336,18.454944444444443,7.43,0.303
10702,34.44220833333333,62.67122222222222,8.83,0.507
10703,34.44283333333333,-8.178888888888888,9.9,0.66
10704,34.443083333333334,56.64136111111111,8.31,0.133
10705,34.446416666666664,-2.0403055555555554,7.71,1.162
10706,34.45229166666667,-16.861833333333333,9.63,0.305
10707,34.46633333333333,55.86975,7.93,1.086
10708,34.46808333333333,40.5505,7.42,1.485
10709,34.48016666666667,-30.468305555555553,8.65,1.217
10710,34.481208333333335,19.680666666666667,8.9,0.664
10711,34.48375,38.08230555555556,8.89,0.8
10712,34.485375,-35.6175,11.62,1.52
10713,34.48679166666667,54.464222222222226,8.73,0.127
10714,34.48883333333333,29.007277777777777,6.68,1.715
10715,34.49604166666666,72.34405555555556,8.68,0.638
10717,34.49675,51.78194444444444,7.94,0.016
10716,34.49679166666667,-28.373166666666666,8.25,0.5
10718,34.49925,57.89980555555555,5.75,1.175
10719,34.500375,-15.91175,8.37,1.615
10720,34.500875,-16.80138888888889,9.06,0.469
10721,34.50304166666667,42.90122222222222,6.89,0.998
10722,34.50333333333333,-71.46747222222223,8.18,0.8
10723,34.505125,1.756888888888889,5.6,0.588
10724,34.50745833333333,-23.233194444444443,10.75,0.58
10725,34.50920833333333,-50.81897222222223,8.51,0.638
10726,34.510083333333334,32.873444444444445,10.76,0.595
10727,34.515541666666664,14.466833333333334,7.67,0.369
10728,34.515708333333336,-23.627972222222223,7.24,0.381
10729,34.51916666666666,57.516333333333336,5.99,1.039
10730,34.524875,13.429777777777778,7.84,0.309
10731,34.528166666666664,29.84733333333333,7.44,0.171
10732,34.53145833333333,19.901166666666665,5.58,0.011
10733,34.53570833333333,-14.133694444444444,7.69,1.436
10734,34.538875,45.21038888888889,8.1,1.612
10735,34.54216666666667,39.32780555555556,9.24,0.53
10736,34.54725,48.14830555555555,7.26,0.236
10737,34.549708333333335,9.007777777777777,9.73,0.488
10738,34.55008333333333,35.315638888888884,8.33,0.884
10739,34.55354166666667,-57.81944444444445,8.82,0.642
10740,34.554625,-22.58597222222222,8.37,0.345
10741,34.558458333333334,-36.33677777777778,10.03,0.99
10742,34.56041666666667,-67.78861111111111,7.74,1.575
10743,34.560541666666666,65.59444444444443,7.52,0.545
10744,34.561083333333336,-43.941916666666664,8.85,1.074
10745,34.56158333333333,-30.78955555555556,8.33,1.208
10746,34.56608333333333,-4.097638888888889,8.46,0.573
10747,34.568625,6.703777777777778,8.38,1.555
10748,34.568958333333335,53.48586111111111,8.65,0.012
10749,34.572125,41.325944444444445,8.09,0.056
10750,34.575125,77.74266666666666,7.66,1.28
10751,34.577,57.81594444444444,8.57,0.45
10752,34.577,10.748916666666666,11.14,0.734
10753,34.58108333333333,41.92966666666666,9.58,0.42
10754,34.58595833333333,-63.24538888888889,8.91,0.524
10755,34.587916666666665,39.08488888888889,8.41,1.071
10756,34.6,-6.017444444444444,8.94,1.5
10757,34.607416666666666,-4.334472222222222,8.8,0.677
10758,34.607791666666664,-6.60575,8.39,0.579
10759,34.61154166666667,-18.207444444444445,9.45,0.469
10760,34.61258333333333,-19.261166666666668,9.52,0.54
10761,34.61658333333333,-8.359361111111111,7.49,0.989
10762,34.62683333333333,-37.922888888888885,8.96,1.548
10763,34.62725,-4.869527777777778,8.08,0.818
10764,34.63129166666667,9.849027777777778,8.67,0.899
10765,34.640375,-29.671083333333335,8.63,0.5
10766,34.641875,13.950305555555556,8.46,1.32
10767,34.643458333333335,21.89761111111111,7.79,0.476
10768,34.6445,-88.14566666666667,8.25,1.04
10769,34.647416666666665,40.280027777777775,8.33,0.401
10771,34.650125,37.06705555555556,7.82,1.597
10772,34.651125,40.27880555555556,7.32,0.424
10773,34.658875,50.88894444444444,8.77,0.04
10774,34.66525,34.487861111111116,7.48,0.629
10775,34.670458333333336,4.196166666666667,7.72,0.719
10776,34.67316666666667,8.180694444444445,6.84,1.095
10777,34.67641666666667,45.63975,8.77,0.184
10778,34.678041666666665,81.78702777777778,9.98,0.897
10779,34.683166666666665,-54.85980555555556,9.03,0.656
10780,34.68620833333333,64.42491666666668,7.14,0.529
10781,34.69179166666667,7.705805555555556,7.97,0.436
10782,34.70316666666667,-26.44022222222222,7.87,1.233
10783,34.71545833333333,-7.458027777777778,7.67,0.405
10784,34.716875,12.992194444444443,6.88,1.211
10785,34.71966666666667,15.475916666666667,9.71,1.124
10786,34.72179166666667,-69.88680555555557,8.71,0.602
10787,34.72441666666667,-19.534555555555556,6.87,1.561
10788,34.725541666666665,0.45158333333333334,10.67,0.499
10789,34.727041666666665,35.21830555555556,11.75,1.494
10790,34.7305,-59.219750000000005,9.48,0.706
10791,34.73195833333333,54.09561111111111,8.74,1.052
10793,34.737458333333336,28.642666666666667,5.29,0.037
10792,34.73758333333333,63.94822222222222,7.63,0.189
10794,34.7385,61.145916666666665,9.4,0.233
10795,34.7415,23.167833333333334,6.45,0.376
10796,34.74216666666667,12.194666666666667,8.93,0.446
10797,34.74404166666667,-53.937555555555555,7.92,1.354
10798,34.744375,-25.94677777777778,6.33,0.724
10799,34.744791666666664,-70.67769444444446,8.72,0.043
10800,34.748958333333334,85.73594444444444,6.98,0.904
10801,34.75295833333333,21.904777777777777,8.46,1.16
10802,34.757625,-28.823833333333333,10.28,0.415
10803,34.75841666666667,-16.715722222222222,9.11,0.439
10804,34.765708333333336,-28.923638888888892,8.17,1.111
10805,34.768541666666664,57.1355,6.57,0.464
10806,34.776291666666665,-82.95402777777778,7.82,1.138
10808,34.78404166666667,59.74788888888889,9.19,1.3
10811,34.78625,-42.019666666666666,8.34,1.16
10810,34.786375,19.688,6.82,0.566
10809,34.78695833333333,-87.3215,9.23,0.456
10812,34.78775,-36.77941666666666,11.59,1.51
10813,34.793125,3.536861111111111,7.44,0.957
10814,34.79516666666667,46.47227777777778,6.21,0.164
10815,34.802375,25.76452777777778,9.8,1.179
10816,34.808083333333336,57.16922222222222,6.65,0.5
10817,34.80854166666666,50.14391666666667,7.23,1.576
10818,34.81666666666667,-0.7797499999999999,8.48,0.74
10819,34.82020833333333,47.38,5.31,0.006
10820,34.821,34.03275,7.89,0.985
10821,34.828625,-4.127194444444444,8.69,1.044
10822,34.831291666666665,2.6647499999999997,7.52,1.512
10823,34.83229166666667,33.60380555555556,8.21,0.315
10824,34.834375,53.63913888888889,9.1,0.06
10825,34.836,11.974944444444445,9.33,0.615
10826,34.836625,-2.977055555555556,6.47,0.966
10827,34.839958333333335,14.908888888888889,9.39,0.413
10828,34.840041666666664,60.48625,8.25,0.343
10829,34.841166666666666,58.961194444444445,8.35,2.287
10830,34.844875,48.95527777777778,6.44,0.427
10832,34.85316666666667,-41.848444444444446,6.36,1.162
10831,34.853291666666664,-18.57025,8.61,1.426
10833,34.85420833333333,24.707694444444442,11.66,0.288
10834,34.85445833333333,-61.9385,7.73,0.501
10835,34.855125,-10.618222222222222,8.39,1.568
10836,34.85733333333334,-38.97741666666667,7.67,1.054
10837,34.861583333333336,-45.665166666666664,8.93,0.986
10838,34.8695,2.820333333333333,7.28,0.938
10839,34.8755,-47.773472222222225,8.55,1.087
10840,34.880625,-56.931555555555555,9.31,1.051
10841,34.88933333333333,-25.302555555555557,8.95,1.629
10842,34.889916666666664,-67.69772222222223,8.12,0.678
10843,34.89029166666667,-50.77791666666666,7.88,1.216
10845,34.895583333333335,25.512527777777777,8.03,0.06
10844,34.89570833333333,59.308277777777775,8.26,0.275
10846,34.90133333333333,-32.356722222222224,9.54,0.843
10847,34.903875,39.475500000000004,8.22,1.024
10848,34.90525,39.83497222222223,6.63,-0.082
10849,34.90741666666667,52.56136111111111,7.19,-0.063
10850,34.91470833333333,-12.761444444444445,8.85,0.552
10851,34.91741666666667,-33.61958333333333,7.92,1.656
10852,34.917833333333334,-55.01719444444444,7.97,1.134
10853,34.91866666666667,-19.15438888888889,7.65,1.166
10854,34.91983333333334,-4.345583333333333,6.5,0.082
10855,34.92308333333333,60.013083333333334,7.18,1.002
10856,34.935375,60.029555555555554,6.94,0.224
10857,34.93545833333334,-52.30438888888889,9.57,0.493
10858,34.938208333333336,-32.13527777777778,9.34,0.625
10859,34.94029166666667,-56.11536111111111,8.5,0.484
10860,34.94566666666667,-23.863444444444447,8.72,1.543
10861,34.945791666666665,58.64669444444444,9.2,1.857
10862,34.946041666666666,-68.08441666666666,7.38,0.233
10863,34.946125,-2.225305555555556,8.85,1.046
10864,34.94979166666667,-35.44558333333333,8.22,0.907
10865,34.957875,-23.867,8.6,0.389
10866,34.958333333333336,-63.544805555555556,8.78,0.524
10867,34.968583333333335,59.52780555555555,8.18,0.182
10868,34.970166666666664,31.337694444444445,7.19,0.596
10869,34.97029166666667,-10.38575,8.96,1.075
10870,34.973125,-23.63461111111111,8.52,0.556
10871,34.97604166666667,-55.94483333333333,5.81,1.57
10872,34.983041666666665,-6.321777777777777,7.73,0.845
10873,34.983875,57.318111111111115,8.27,0.31
10874,34.98708333333333,-74.56516666666667,10.51,1.138
10875,34.987541666666665,16.235916666666668,9.02,1.25
10876,34.99216666666667,-52.31466666666666,9.49,0.667
10877,34.993125,63.11661111111111,9.2,1.279
10878,34.99420833333333,-18.01563888888889,9.02,0.442
10879,35.000708333333336,-24.479944444444442,8.85,0.482
10880,35.00725,-39.523833333333336,9.62,0.285
10881,35.011875,32.318583333333336,7.39,1.669
10882,35.014,-69.43144444444445,8.82,0.876
10883,35.01775,-27.206055555555555,10.05,0.597
10884,35.0185,30.188166666666667,6.51,1.223
10885,35.020625,-3.5348055555555553,8.06,0.502
10886,35.026583333333335,-0.4589166666666667,8.1,0.757
10887,35.03129166666667,-20.828194444444446,8.49,1.103
10888,35.03158333333333,65.08522222222221,9.01,0.517
10889,35.031958333333336,-14.418638888888887,8.07,0.308
10890,35.03729166666667,50.958194444444445,6.64,0.521
10891,35.03808333333333,-42.27172222222222,9.47,0.962
10892,35.043416666666666,29.811777777777777,8.32,0.468
10893,35.053666666666665,64.33694444444444,6.59,-0.023
10894,35.055958333333336,4.813194444444444,9.58,0.868
10895,35.056666666666665,14.297805555555556,8.01,1.2
10896,35.060875,-41.38811111111111,8.62,0.225
10897,35.065083333333334,-56.097611111111114,7.61,1.536
10898,35.06575,-50.302249999999994,7.24,1.267
10899,35.068083333333334,-60.68108333333333,7.71,1.121
10900,35.071041666666666,-14.624805555555556,7.98,1.136
10901,35.08683333333333,-44.058249999999994,7.83,0.981
10902,35.091,-20.55236111111111,10.76,0.86
10903,35.091875,-27.273,8.26,1.256
10905,35.0935,-6.3196666666666665,8.95,0.447
10904,35.093583333333335,59.67136111111111,8.22,2.614
10906,35.09470833333334,-46.92488888888889,7.79,0.486
10907,35.095375,-56.78408333333333,6.69,0.948
10909,35.10325,-22.119722222222222,8.23,1.067
10910,35.104791666666664,-32.445166666666665,8.33,0.855
10911,35.11533333333333,-27.701,9.67,0.766
10912,35.120333333333335,-1.5613055555555555,10.19,0.551
10913,35.12220833333333,-30.170194444444444,9.33,0.934
10914,35.12683333333333,-35.11097222222222,8.71,1.05
10915,35.12833333333333,-6.378861111111111,7.91,0.47
10916,35.129375,-62.24777777777778,8.29,0.437
10917,35.130208333333336,-28.853083333333334,9.19,1.16
10918,35.13970833333333,33.52161111111111,8.46,1.009
10919,35.152375,63.87394444444445,7.34,1.449
10920,35.15925,7.176,11.81,1.273
10921,35.16320833333333,13.670222222222222,9.12,0.79
10922,35.16583333333333,40.46575,8.62,0.052
10923,35.16645833333333,-73.31283333333333,7.7,1.613
10924,35.172916666666666,47.31083333333333,6.17,-0.094
10925,35.17820833333333,-39.03366666666666,8.67,1.031
10926,35.17883333333333,55.909083333333335,6.76,0.316
10927,35.1795,-62.546055555555554,7.68,1.103
10928,35.18225,-11.60675,7.89,0.932
10929,35.195625,28.5235,7.72,1.017
10930,35.19691666666667,-0.26080555555555557,11.06,0.643
10931,35.19770833333333,-15.26988888888889,9.07,0.574
10932,35.19883333333333,-23.711416666666665,10.67,0.5
10933,35.206833333333336,28.736083333333333,7.46,0.383
10934,35.212,55.32761111111112,9.06,0.089
10935,35.21420833333333,55.825388888888895,8.45,0.164
10936,35.218125,58.88863888888889,9.34,1.136
10937,35.219875,10.006694444444445,8.39,1.424
10939,35.22445833333333,10.612,8.25,1.16
10940,35.224916666666665,-52.96377777777778,7.77,0.529
10941,35.229708333333335,-71.63513888888889,9.84,1.047
10942,35.23525,27.359833333333334,8.16,1.56
10943,35.236333333333334,-72.31166666666667,8.23,1.359
10944,35.242375,50.15152777777778,5.57,-0.089
10945,35.24916666666667,-8.734972222222222,9.85,0.7
10946,35.2495,55.40797222222222,7.29,1.133
10947,35.25245833333334,-74.00008333333334,10.5,0.934
10948,35.253375,-40.84330555555556,9.55,0.589
10949,35.2555,-33.886944444444445,9.24,0.925
10950,35.259791666666665,37.07027777777778,7.63,0.335
10951,35.261125,42.943999999999996,7.26,-0.029
10952,35.26529166666667,42.77419444444444,8.79,0.849
10953,35.267,1.6238611111111112,9.91,0.565
10954,35.26866666666667,30.674833333333336,8.15,1.086
10956,35.27820833333333,80.72663888888889,7.74,0.068
10955,35.278708333333334,18.58458333333333,8.8,1.431
10957,35.282666666666664,5.691305555555556,9.17,0.884
10958,35.283125,-57.68547222222222,8.13,1.003
10959,35.29770833333333,21.589277777777777,10.06,0.826
10960,35.30254166666667,53.560944444444445,10.31,1.322
10961,35.30383333333333,54.510083333333334,6.86,0.456
10962,35.305166666666665,-17.112444444444446,9.61,0.552
10963,35.307375,-19.915333333333333,6.53,0.979
10964,35.31033333333333,23.42663888888889,7.46,1.518
10965,35.31158333333333,-61.21738888888889,9.4,1.107
10967,35.31325,-73.342,8.44,1.173
10968,35.313291666666665,59.67516666666666,8.63,1.635
10969,35.314458333333334,59.24794444444444,7.44,1.209
10970,35.31670833333333,-12.20375,9.3,0.555
10971,35.33575,-11.359722222222222,8.42,0.43
10972,35.337,9.735694444444444,8.77,0.701
10973,35.33754166666667,-30.547083333333337,9.28,0.652
10974,35.33904166666667,68.08127777777777,9.55,0.493
10975,35.342166666666664,8.880722222222223,7.7,0.401
10976,35.344833333333334,-37.00786111111111,8.64,0.528
10977,35.348416666666665,-30.93391666666667,8.82,0.918
10978,35.354708333333335,-77.64552777777779,9.07,0.568
10979,35.35666666666667,52.70713888888889,8.99,0.122
10980,35.35695833333333,-37.319500000000005,10.61,0.248
10981,35.3725,51.29002777777777,8.33,0.067
10982,35.377208333333336,56.183499999999995,9.41,1.613
10983,35.390625,-48.31222222222222,7.49,0.1
10984,35.39570833333333,-52.13447222222222,8.34,1.155
10985,35.398666666666664,44.6,7.0,0.244
10986,35.402208333333334,-60.430972222222216,8.35,1.394
10987,35.40416666666667,-2.961638888888889,9.0,0.48
10988,35.40454166666667,-29.610166666666668,8.94,1.053
10989,35.40708333333333,-34.83702777777778,9.43,0.905
10990,35.410916666666665,-15.76786111111111,8.13,0.684
10991,35.412166666666664,-14.635777777777777,9.61,0.62
10992,35.41520833333333,76.38019444444444,8.93,0.61
10993,35.419333333333334,-85.7178888888889,7.82,0.375
10994,35.42016666666667,-7.543222222222222,7.56,0.935
10995,35.42670833333333,57.862833333333334,7.78,2.26
10996,35.42783333333333,-40.15530555555556,9.56,0.725
10997,35.42904166666667,-58.10252777777778,8.59,1.386
10998,35.429875,-16.963583333333332,9.52,0.482
10999,35.43420833333333,39.37786111111111,8.45,0.889
11000,35.434333333333335,-6.879666666666667,9.07,1.079
11001,35.437583333333336,-68.65941666666667,4.08,0.034
11002,35.442625,68.54202777777778,8.93,0.361
11003,35.44275,43.81813888888889,7.79,1.187
11004,35.443583333333336,38.50819444444444,8.11,0.151
11005,35.445541666666664,7.181666666666667,11.3,1.157
11006,35.446333333333335,-11.9225,8.97,0.412
11007,35.446375,15.519194444444443,7.9,0.069
11008,35.446583333333336,-6.645833333333333,8.42,0.988
11009,35.44820833333333,-63.46725,8.28,0.956
11011,35.453916666666665,-48.73744444444444,9.49,0.604
11010,35.453916666666665,0.97,7.26,1.552
11012,35.456375,-9.38475,8.6,1.018
11013,35.457208333333334,-14.284444444444444,7.32,0.372
11014,35.459041666666664,65.79130555555555,9.64,0.607
11015,35.45954166666667,16.16258333333333,7.91,1.072
11016,35.465291666666666,-20.352222222222224,9.98,0.417
11017,35.4675,-38.70594444444445,8.38,1.008
11018,35.468375,56.905027777777775,8.52,0.097
11019,35.468833333333336,12.259361111111112,8.86,0.342
11020,35.481,57.242916666666666,6.4,0.569
11021,35.486,0.3956944444444444,5.29,1.648
11022,35.48775,-49.52061111111111,7.37,0.891
11023,35.49129166666667,-21.511861111111113,10.52,0.801
11025,35.49641666666667,-14.92297222222222,8.98,0.501
11024,35.4965,-29.351666666666667,7.9,0.644
11026,35.497416666666666,-4.510666666666666,9.72,0.564
11027,35.50204166666666,15.991916666666667,8.15,0.481
11028,35.503625,4.746555555555555,8.26,0.72
11029,35.506,-10.777333333333333,5.43,0.364
11030,35.510666666666665,-27.861444444444444,7.19,0.969
11031,35.51945833333333,44.27511111111111,8.17,0.278
11032,35.520625,20.487361111111113,8.52,1.091
11033,35.52075,-17.662027777777777,5.89,1.231
11034,35.527458333333335,-42.97677777777778,9.41,0.493
11035,35.527625,22.873583333333332,6.57,0.796
11036,35.52820833333333,-47.14852777777778,8.61,0.389
11037,35.528875,43.57855555555556,8.35,0.069
11038,35.52916666666667,-36.106611111111114,7.87,1.161
11039,35.53129166666667,-81.5508611111111,8.41,1.574
11040,35.54420833333333,-43.61344444444445,8.92,1.066
11041,35.54779166666667,-25.199472222222223,8.26,1.066
11042,35.548625,13.18136111111111,9.32,1.382
11043,35.54875,-43.19991666666667,6.3,0.991
11044,35.549458333333334,-59.75933333333333,7.47,0.309
11045,35.55104166666667,-3.8955277777777777,10.34,0.89
11046,35.55170833333333,-0.8847499999999999,5.42,0.335
11047,35.55354166666667,-59.9765,8.6,1.476
11048,35.56025,47.87991666666667,9.4,1.466
11049,35.56366666666667,-31.046361111111114,9.23,1.104
11050,35.56733333333333,26.15733333333333,8.67,1.053
11051,35.567625,-21.871305555555555,8.01,1.621
11052,35.56820833333333,2.453222222222222,8.51,1.185
11053,35.569875,26.26936111111111,8.46,0.715
11054,35.570875,-46.46786111111111,9.17,0.542
11055,35.572625,-50.18427777777777,8.92,1.198
11056,35.574333333333335,-13.50913888888889,10.45,0.394
11057,35.57658333333333,-16.50711111111111,7.32,1.154
11058,35.581583333333334,75.99422222222222,8.63,1.495
11059,35.586958333333335,-32.951972222222224,8.36,0.44
11060,35.58929166666667,55.845666666666666,5.16,0.369
11062,35.594625,0.19233333333333333,8.3,1.064
11061,35.59466666666667,-66.20908333333334,9.52,0.533
11063,35.59791666666667,37.69880555555555,8.0,1.267
11064,35.59920833333333,1.8321666666666667,10.47,0.592
11065,35.600458333333336,30.324416666666668,7.56,1.25
11066,35.611,-15.23661111111111,8.43,0.913
11067,35.61141666666666,65.24208333333334,7.19,0.571
11068,35.61929166666667,-49.68333333333333,9.29,0.724
11069,35.62404166666666,36.366305555555556,10.22,0.172
11070,35.62829166666667,69.24263888888889,8.68,1.211
11071,35.62945833333333,-53.094500000000004,10.67,1.156
11072,35.635083333333334,-23.816305555555555,5.19,0.608
11073,35.635416666666664,-25.56975,8.74,1.297
11074,35.63766666666667,-0.5051388888888889,7.92,0.523
11075,35.63820833333333,16.870305555555557,6.78,0.152
11076,35.64208333333333,21.312527777777778,8.92,0.458
11077,35.64604166666667,68.42336111111112,9.31,0.318
11078,35.64695833333333,-39.413694444444445,7.8,1.128
11079,35.663,27.641333333333332,8.5,1.284
11080,35.665708333333335,67.07208333333332,9.39,0.52
11081,35.670833333333334,19.06438888888889,9.13,0.431
11082,35.671166666666664,12.55938888888889,10.14,0.564
11083,35.672875,18.410444444444444,8.83,0.906
11085,35.687583333333336,4.957055555555556,8.75,0.546
11084,35.68775,-82.47608333333334,9.02,0.143
11086,35.68804166666666,33.703583333333334,8.23,0.072
11087,35.689125,45.50961111111111,8.79,0.195
11088,35.68975,-14.901222222222222,7.69,0.028
11089,35.706375,65.80405555555555,9.61,0.47
11090,35.709833333333336,41.39652777777778,5.81,0.289
11091,35.71,-32.33591666666667,8.84,0.972
11092,35.7105,43.51772222222222,7.69,0.204
11093,35.71545833333333,58.58652777777778,9.69,1.5
11094,35.717125,-12.630611111111111,9.14,0.602
11095,35.718625,-73.64583333333334,5.99,1.088
11096,35.719,-29.914194444444444,8.8,0.977
11097,35.719875,68.76194444444444,7.26,1.107
11098,35.72291666666667,57.24516666666667,7.48,0.634
11100,35.726125,-55.74888888888889,9.08,1.054
11099,35.72620833333333,41.47994444444445,7.46,-0.204
11102,35.72770833333333,-51.09227777777778,5.9,0.213
11101,35.728,69.05522222222221,9.65,0.28
11103,35.72945833333333,2.3511111111111114,9.46,0.571
11104,35.72954166666667,-31.400777777777776,8.0,1.26
11105,35.731291666666664,66.84394444444445,8.23,0.939
11106,35.736,8.545472222222221,7.62,0.394
11107,35.736916666666666,-13.75613888888889,9.72,0.545
11108,35.73979166666667,-18.354666666666667,6.22,0.942
11109,35.741375,43.42938888888889,8.46,0.217
11110,35.741458333333334,51.03627777777778,8.96,0.062
11112,35.748333333333335,17.59788888888889,7.45,0.17
11111,35.74879166666667,71.17733333333334,8.94,0.882
11113,35.749,-41.99041666666667,8.85,0.159
